Parking_ID,Location,Date,Time,Total_Slots,Available_Slots,Occupied_Slots,Vehicle_Type,Parking_Status,Entry_Count,Exit_Count,Revenue,Sensor_Status
P0317,Adyar,2026-04-25,01:25,209,15,194,Bike,Available,60,24,4656,Inactive
P0318,Adyar,2026-06-14,12:18,89,52,37,Truck,Full,93,11,1702,Active
P0319,Velachery,2026-05-18,06:57,200,160,40,Truck,Available,136,85,2840,Active
P0320,Guindy,2026-06-21,08:57,150,23,127,Bike,Full,60,11,3810,Active
P0321,Velachery,2026-06-27,03:52,293,180,113,EV,Full,121,107,4181,Active
P0322,Guindy,2026-02-28,00:49,177,128,49,EV,Available,87,65,1764,Active
P0323,Anna Nagar,2026-03-09,11:33,296,237,59,EV,Available,138,119,2242,Inactive
P0324,OMR,2026-02-14,02:25,88,71,17,EV,Available,117,92,663,Active
P0325,Anna Nagar,2026-02-17,19:24,80,64,16,EV,Available,46,42,752,Inactive
P0326,Tambaram,2026-05-16,13:03,202,54,148,Bike,Full,113,83,5328,Active
P0327,OMR,2026-04-07,10:58,244,54,190,Truck,Available,25,19,4750,Inactive
P0328,Porur,2026-01-17,19:43,237,41,196,Truck,Full,135,14,7448,Inactive
P0329,Guindy,2026-03-12,17:47,278,6,272,Bike,Full,105,68,12784,Inactive
P0330,Adyar,2026-05-18,21:10,290,23,267,EV,Full,47,26,15753,Active
P0331,T Nagar,2026-01-27,17:22,221,54,167,Bike,Full,127,80,12191,Inactive
P0332,Porur,2026-05-01,10:26,265,102,163,Car,Full,76,59,10432,Inactive
P0333,Porur,2026-02-06,12:59,185,130,55,Truck,Full,70,61,1705,Active
P0334,T Nagar,2026-06-14,01:40,99,36,63,EV,Full,131,114,4536,Inactive
P0335,Adyar,2026-04-26,16:16,72,35,37,Bike,Available,75,35,1998,Active
P0336,Adyar,2026-06-14,14:42,62,44,18,EV,Available,109,16,1296,Inactive
P0337,OMR,2026-04-07,10:22,69,37,32,Car,Full,102,43,2464,Inactive
P0338,Velachery,2026-05-04,07:04,225,160,65,Car,Full,116,108,4745,Active
P0339,Guindy,2026-01-12,12:33,242,32,210,Truck,Available,110,31,6720,Inactive
P0340,Velachery,2026-06-29,14:27,199,58,141,Car,Full,20,17,2820,Active
P0341,Guindy,2026-05-05,02:07,186,85,101,Car,Full,96,43,5757,Active
P0342,Velachery,2026-02-12,18:25,258,204,54,Bike,Full,132,66,2376,Inactive
P0343,Tambaram,2026-01-16,13:15,231,99,132,Truck,Available,148,76,5148,Inactive
P0344,T Nagar,2026-05-02,09:33,175,44,131,Bike,Available,108,43,3930,Inactive
P0345,T Nagar,2026-02-01,07:26,242,192,50,Truck,Available,124,60,1300,Inactive
P0346,Porur,2026-04-10,11:09,80,29,51,Car,Full,46,15,1734,Active
P0347,Adyar,2026-05-17,02:20,198,93,105,Bike,Full,21,16,4410,Inactive
P0348,Tambaram,2026-03-07,00:37,127,66,61,Car,Full,88,47,4209,Active
P0349,Velachery,2026-05-07,16:49,285,251,34,EV,Available,144,14,1258,Active
P0350,Porur,2026-03-30,01:05,265,251,14,Bike,Full,98,31,896,Inactive
P0351,Porur,2026-03-11,06:21,289,238,51,Bike,Available,89,34,2907,Inactive
P0352,Tambaram,2026-01-10,13:31,70,15,55,Bike,Available,90,19,2585,Active
P0353,Tambaram,2026-02-10,08:28,89,59,30,Truck,Available,21,14,2040,Active
P0354,Anna Nagar,2026-05-07,00:26,218,168,50,Truck,Available,68,14,1550,Inactive
P0355,Velachery,2026-03-27,06:46,212,73,139,EV,Available,146,58,9174,Active
P0356,T Nagar,2026-05-12,12:47,110,89,21,Truck,Available,130,125,1008,Inactive
P0357,Tambaram,2026-04-06,20:02,194,78,116,Truck,Full,62,22,2436,Active
P0358,OMR,2026-01-07,11:38,160,132,28,EV,Available,131,80,1148,Active
P0359,Porur,2026-02-20,08:04,103,50,53,Bike,Full,34,32,3021,Inactive
P0360,Anna Nagar,2026-04-21,18:35,70,25,45,Bike,Available,25,13,990,Inactive
P0361,OMR,2026-06-04,03:27,171,16,155,Car,Available,71,67,12090,Active
P0362,Adyar,2026-05-16,14:09,60,21,39,EV,Available,147,78,1833,Active
P0363,Velachery,2026-03-06,22:08,67,24,43,Car,Full,132,85,2623,Active
P0364,OMR,2026-04-19,07:30,189,164,25,Truck,Full,142,98,1800,Inactive
P0365,Adyar,2026-04-18,08:15,263,103,160,Bike,Full,74,48,9600,Active
P0366,Porur,2026-03-17,10:25,291,237,54,EV,Full,141,42,4320,Inactive
P0367,Tambaram,2026-03-01,12:51,259,120,139,Car,Full,41,39,10425,Inactive
P0368,Anna Nagar,2026-05-28,08:02,183,18,165,Bike,Full,21,14,9570,Active
P0369,Tambaram,2026-05-24,02:15,263,42,221,Car,Full,40,36,13923,Inactive
P0370,Velachery,2026-06-13,19:40,140,103,37,Car,Available,53,44,2627,Active
P0371,Tambaram,2026-01-11,16:54,102,52,50,Bike,Full,110,68,1600,Active
P0372,Anna Nagar,2026-05-02,17:31,56,2,54,Bike,Full,134,27,1728,Inactive
P0373,OMR,2026-05-02,20:30,141,129,12,Truck,Full,51,44,624,Active
P0374,T Nagar,2026-02-07,00:54,288,65,223,EV,Available,120,51,11150,Inactive
P0375,Porur,2026-01-05,17:44,86,67,19,Truck,Full,80,72,456,Active
P0376,Anna Nagar,2026-04-21,13:35,105,88,17,Truck,Available,106,75,901,Inactive
P0377,Guindy,2026-05-31,16:36,140,77,63,Bike,Available,101,25,3969,Inactive
P0378,Anna Nagar,2026-06-29,20:21,75,16,59,Bike,Full,138,93,1770,Active
P0379,T Nagar,2026-03-23,19:29,195,160,35,Car,Available,41,16,1540,Inactive
P0380,Anna Nagar,2026-02-07,22:41,276,212,64,EV,Available,146,80,3712,Active
P0381,Velachery,2026-02-25,11:39,53,24,29,EV,Full,93,46,1421,Active
P0382,T Nagar,2026-02-13,07:38,77,0,77,Bike,Full,101,34,2079,Active
P0383,T Nagar,2026-03-14,10:35,65,45,20,Truck,Available,134,65,760,Inactive
P0384,Tambaram,2026-01-13,06:19,101,8,93,Bike,Available,96,67,1953,Inactive
P0385,Porur,2026-04-02,00:48,104,26,78,EV,Full,138,86,1716,Inactive
P0386,Adyar,2026-03-18,17:13,232,207,25,Truck,Available,40,23,1125,Inactive
P0387,Anna Nagar,2026-01-18,12:46,60,44,16,EV,Full,112,107,912,Inactive
P0388,Guindy,2026-03-02,00:28,217,192,25,EV,Available,141,55,1825,Inactive
P0389,Anna Nagar,2026-02-11,22:00,223,187,36,Car,Available,61,36,2412,Active
P0390,OMR,2026-05-08,04:07,88,16,72,Truck,Available,58,47,2880,Active
P0391,Anna Nagar,2026-01-06,22:36,57,9,48,Truck,Available,85,78,1440,Active
P0392,Guindy,2026-04-09,15:17,77,64,13,Bike,Available,61,36,988,Inactive
P0393,Velachery,2026-03-18,05:48,295,122,173,Truck,Available,127,121,9342,Inactive
P0394,Velachery,2026-05-26,03:54,292,104,188,Car,Available,60,42,11092,Inactive
P0395,OMR,2026-04-17,02:00,254,43,211,Car,Full,50,29,8651,Inactive
P0396,Tambaram,2026-03-24,00:17,254,1,253,EV,Available,27,14,14674,Inactive
P0397,Velachery,2026-02-02,20:39,260,192,68,EV,Full,139,73,3060,Active
P0398,OMR,2026-04-16,09:30,123,20,103,EV,Full,54,35,8240,Active
P0399,Guindy,2026-01-03,18:08,123,48,75,EV,Available,29,19,5850,Inactive
P0400,Porur,2026-05-24,05:55,57,15,42,Car,Available,87,54,1386,Inactive
P0401,Guindy,2026-05-11,06:50,139,81,58,Bike,Available,107,33,3480,Inactive
P0402,T Nagar,2026-03-18,07:29,156,83,73,EV,Full,20,12,5329,Inactive
P0403,Anna Nagar,2026-04-16,03:42,67,52,15,Truck,Full,93,79,465,Inactive
P0404,OMR,2026-03-21,03:19,175,107,68,Car,Available,56,35,1564,Inactive
P0405,Adyar,2026-01-20,22:03,139,84,55,EV,Available,132,20,4070,Active
P0406,Anna Nagar,2026-03-03,07:26,55,42,13,Car,Full,73,33,481,Inactive
P0407,Anna Nagar,2026-04-05,11:28,298,265,33,EV,Available,53,16,2376,Active
P0408,Velachery,2026-02-19,10:29,128,104,24,Truck,Available,58,44,1512,Inactive
P0409,T Nagar,2026-01-02,13:39,237,124,113,EV,Available,134,65,7458,Active
P0410,Velachery,2026-05-22,11:36,125,40,85,Bike,Full,124,25,5695,Active
P0411,Adyar,2026-05-14,19:26,163,144,19,EV,Available,53,46,1140,Inactive
P0412,Adyar,2026-03-09,23:18,160,26,134,EV,Full,69,29,8040,Active
P0413,Porur,2026-05-02,12:11,115,63,52,Bike,Available,47,43,3068,Inactive
P0414,OMR,2026-06-22,16:30,159,42,117,Bike,Full,107,64,5967,Inactive
P0415,T Nagar,2026-06-21,06:49,221,58,163,Truck,Available,83,14,12877,Active
P0416,OMR,2026-03-12,12:08,57,33,24,EV,Full,118,93,984,Active
P0417,Tambaram,2026-02-16,02:07,189,64,125,Car,Full,109,105,2875,Active
P0418,Anna Nagar,2026-06-24,09:27,108,2,106,EV,Full,72,12,4346,Inactive
P0419,Guindy,2026-05-30,06:08,283,45,238,Bike,Available,90,11,9044,Active
P0420,Velachery,2026-01-15,23:25,180,160,20,Truck,Full,58,38,900,Active
P0421,OMR,2026-04-02,16:22,259,129,130,EV,Full,92,29,8190,Inactive
P0422,Anna Nagar,2026-02-04,01:06,118,31,87,Bike,Available,90,24,6177,Inactive
P0423,Guindy,2026-05-04,00:01,255,4,251,EV,Available,72,14,14809,Active
P0424,Adyar,2026-03-10,17:30,202,31,171,Truck,Available,123,27,11457,Active
P0425,T Nagar,2026-06-03,04:41,226,157,69,Car,Full,33,19,2070,Inactive
P0426,OMR,2026-02-20,16:16,210,65,145,Truck,Available,137,47,5220,Active
P0427,Tambaram,2026-01-15,06:03,94,34,60,Bike,Available,114,110,4800,Active
P0428,Tambaram,2026-03-09,09:40,282,209,73,Bike,Available,20,13,2993,Active
P0429,OMR,2026-04-20,15:42,77,27,50,Car,Available,36,21,3900,Inactive
P0430,Anna Nagar,2026-03-10,05:59,146,86,60,Car,Full,46,22,1740,Inactive
P0431,Porur,2026-06-12,22:18,110,14,96,EV,Full,147,126,6624,Inactive
P0432,T Nagar,2026-05-29,19:21,195,30,165,Truck,Available,128,113,7260,Inactive
P0433,Adyar,2026-02-19,23:46,287,47,240,Car,Available,145,120,14400,Active
P0434,T Nagar,2026-05-15,04:55,60,39,21,Truck,Full,86,50,1113,Inactive
P0435,Tambaram,2026-05-01,02:46,130,7,123,Truck,Available,38,27,8487,Active
P0436,Anna Nagar,2026-02-15,03:02,130,0,130,Truck,Full,148,13,7020,Active
P0437,OMR,2026-03-29,19:46,152,17,135,Bike,Full,102,78,5940,Active
P0438,T Nagar,2026-01-31,13:41,55,34,21,Car,Available,130,65,1659,Active
P0439,OMR,2026-01-25,10:21,282,272,10,EV,Full,143,67,490,Inactive
P0440,Adyar,2026-02-20,01:39,216,143,73,Car,Full,68,44,4891,Inactive
P0441,Velachery,2026-03-17,02:53,266,32,234,Truck,Available,28,20,11934,Active
P0442,Anna Nagar,2026-01-07,16:56,197,170,27,EV,Available,131,131,1593,Inactive
P0443,T Nagar,2026-03-30,13:27,174,154,20,Bike,Full,51,45,1020,Inactive
P0444,Adyar,2026-05-07,14:51,121,71,50,Car,Full,42,35,1850,Inactive
P0445,Anna Nagar,2026-02-04,01:14,213,196,17,Bike,Full,113,87,969,Active
P0446,T Nagar,2026-04-01,19:39,293,186,107,Truck,Available,32,15,4708,Active
P0447,Velachery,2026-01-19,16:53,164,108,56,EV,Available,30,17,2520,Inactive
P0448,Porur,2026-04-09,13:17,78,21,57,Car,Full,57,53,3762,Active
P0449,T Nagar,2026-03-13,19:05,201,190,11,Bike,Full,82,20,297,Inactive
P0450,Porur,2026-01-16,17:32,227,39,188,Bike,Full,49,17,9024,Active
P0451,Tambaram,2026-02-07,23:33,147,96,51,EV,Available,146,56,2907,Active
P0452,Anna Nagar,2026-01-04,06:03,196,186,10,Bike,Available,116,54,310,Inactive
P0453,T Nagar,2026-03-08,23:32,89,38,51,EV,Available,45,15,3264,Inactive
P0454,Tambaram,2026-01-27,11:49,66,4,62,Truck,Available,55,37,4836,Active
P0455,OMR,2026-02-06,20:21,271,124,147,Car,Available,24,12,10437,Inactive
P0456,Guindy,2026-01-03,09:04,138,74,64,Truck,Available,141,51,4288,Active
P0457,T Nagar,2026-05-13,01:54,95,31,64,Truck,Full,30,28,4352,Inactive
P0458,Tambaram,2026-06-16,08:09,106,95,11,Car,Full,125,43,561,Active
P0459,T Nagar,2026-06-15,09:13,295,227,68,Truck,Full,95,73,2176,Active
P0460,Tambaram,2026-01-22,21:25,75,10,65,Car,Full,28,23,3900,Active
P0461,OMR,2026-05-18,03:57,106,30,76,Car,Available,149,63,5928,Active
P0462,OMR,2026-05-25,19:09,232,95,137,Bike,Available,136,113,6576,Inactive
P0463,Porur,2026-03-28,10:11,116,67,49,Bike,Full,131,103,2744,Active
P0464,Porur,2026-05-27,18:22,224,154,70,Bike,Available,133,25,2520,Inactive
P0465,T Nagar,2026-03-11,17:34,55,14,41,EV,Full,142,11,1927,Active
P0466,T Nagar,2026-01-24,22:42,63,20,43,Truck,Available,96,84,3268,Inactive
P0467,Adyar,2026-04-27,18:56,62,35,27,EV,Full,129,110,1026,Active
P0468,OMR,2026-01-26,04:15,152,31,121,Bike,Available,49,27,3267,Inactive
P0469,OMR,2026-01-20,01:19,141,113,28,Car,Available,114,64,672,Active
P0470,Anna Nagar,2026-01-22,17:53,181,58,123,Truck,Full,94,28,4551,Inactive
P0471,Porur,2026-01-02,01:44,191,105,86,Bike,Available,104,24,1720,Active
P0472,Tambaram,2026-01-11,08:52,55,19,36,Truck,Full,54,27,1908,Active
P0473,OMR,2026-04-21,01:23,265,149,116,Car,Full,38,33,2900,Active
P0474,Porur,2026-05-10,12:20,192,50,142,EV,Full,104,64,10366,Active
P0475,OMR,2026-01-04,18:01,75,19,56,Car,Full,125,34,2632,Active
P0476,T Nagar,2026-03-03,20:27,160,87,73,Truck,Full,96,62,3723,Active
P0477,Guindy,2026-02-12,12:16,239,10,229,Bike,Available,30,23,10305,Active
P0478,T Nagar,2026-05-15,22:57,233,21,212,EV,Full,35,11,13992,Active
P0479,OMR,2026-03-19,17:01,241,122,119,Car,Full,27,20,3451,Inactive
P0480,Porur,2026-03-04,22:08,297,28,269,Truck,Full,150,113,11029,Active
P0481,Porur,2026-01-08,03:51,298,56,242,EV,Full,91,77,5808,Active
P0482,Tambaram,2026-04-13,17:24,261,64,197,Bike,Available,73,13,10244,Active
P0483,T Nagar,2026-04-04,18:59,130,82,48,Truck,Available,77,16,2016,Inactive
P0484,OMR,2026-04-19,18:38,297,264,33,Truck,Full,23,10,1452,Inactive
P0485,Anna Nagar,2026-04-13,09:52,270,21,249,Car,Full,74,32,16185,Active
P0486,Guindy,2026-04-02,05:28,280,113,167,Car,Full,61,13,8183,Inactive
P0487,Anna Nagar,2026-02-07,13:04,187,172,15,EV,Available,55,11,765,Inactive
P0488,Adyar,2026-02-10,04:36,144,118,26,Truck,Full,49,20,1248,Active
P0489,Guindy,2026-04-06,15:24,51,8,43,Bike,Available,114,112,2580,Inactive
P0490,Velachery,2026-01-07,18:36,199,135,64,EV,Full,22,17,5056,Active
P0491,Velachery,2026-01-27,21:40,115,17,98,Truck,Available,111,27,3822,Active
P0492,Guindy,2026-05-23,04:04,179,17,162,Truck,Available,25,22,8424,Active
P0493,Adyar,2026-02-04,10:22,63,18,45,Bike,Available,78,33,2205,Active
P0494,Velachery,2026-02-09,07:30,159,64,95,Car,Full,87,80,3990,Active
P0495,Tambaram,2026-05-10,08:51,239,82,157,Truck,Available,65,55,6908,Active
P0496,T Nagar,2026-04-21,17:50,149,119,30,Car,Available,150,59,1140,Inactive
P0497,T Nagar,2026-03-04,00:03,299,105,194,Car,Available,59,17,9506,Active
P0498,Tambaram,2026-01-14,05:10,176,117,59,Truck,Available,114,40,4720,Active
P0499,Anna Nagar,2026-04-11,06:31,296,149,147,Truck,Full,126,25,6468,Active
P0500,T Nagar,2026-05-04,20:11,289,226,63,Bike,Full,123,64,2520,Inactive
P0501,Anna Nagar,2026-01-15,17:36,126,101,25,Car,Full,88,75,1700,Active
P0502,Tambaram,2026-01-11,14:39,156,63,93,Car,Full,30,19,6324,Inactive
P0503,Tambaram,2026-03-29,20:03,108,38,70,EV,Full,147,95,3150,Inactive
P0504,T Nagar,2026-06-25,11:46,73,56,17,EV,Full,58,57,1037,Active
P0505,Guindy,2026-02-14,23:09,185,164,21,EV,Full,69,69,777,Inactive
P0506,Porur,2026-06-18,01:14,278,2,276,Truck,Full,92,92,8004,Inactive
P0507,Guindy,2026-04-02,15:49,187,155,32,Car,Full,103,84,1088,Active
P0508,T Nagar,2026-06-07,22:08,155,83,72,EV,Available,144,129,2880,Inactive
P0509,T Nagar,2026-02-03,14:21,131,89,42,Car,Available,148,12,3234,Inactive
P0510,Anna Nagar,2026-05-10,16:40,132,93,39,Bike,Available,136,128,1326,Active
P0511,T Nagar,2026-06-04,14:28,185,171,14,EV,Available,70,17,756,Inactive
P0512,Velachery,2026-05-25,19:50,95,11,84,Car,Full,110,57,2184,Inactive
P0513,Adyar,2026-04-05,12:39,68,22,46,Bike,Available,144,68,2392,Inactive
P0514,T Nagar,2026-04-16,20:50,225,208,17,Truck,Full,120,17,646,Inactive
P0515,Anna Nagar,2026-01-29,11:50,269,1,268,Car,Full,96,67,6432,Active
P0516,Adyar,2026-02-03,18:41,145,7,138,EV,Full,135,66,6348,Inactive
P0517,OMR,2026-04-16,07:27,84,15,69,EV,Full,58,16,3726,Active
P0518,Velachery,2026-01-01,23:54,180,79,101,EV,Available,51,37,2828,Inactive
P0519,Porur,2026-01-20,21:23,298,175,123,Bike,Available,102,33,4920,Inactive
P0520,Guindy,2026-05-20,03:03,86,25,61,Bike,Available,109,82,4148,Inactive
P0521,Adyar,2026-03-03,09:48,116,70,46,EV,Available,38,23,1104,Inactive
P0522,Anna Nagar,2026-05-04,02:04,279,53,226,Truck,Available,122,59,17402,Active
P0523,Tambaram,2026-01-03,19:37,164,36,128,Car,Available,97,53,3456,Active
P0524,OMR,2026-04-22,13:12,289,159,130,Truck,Available,125,106,7540,Inactive
P0525,Tambaram,2026-05-24,14:31,295,63,232,Bike,Available,86,79,15776,Active
P0526,T Nagar,2026-05-21,14:24,283,96,187,Car,Full,26,19,12155,Inactive
P0527,T Nagar,2026-06-04,14:12,267,104,163,Car,Available,112,79,9780,Inactive
P0528,T Nagar,2026-05-27,20:16,208,109,99,Car,Available,103,10,3762,Inactive
P0529,Adyar,2026-06-24,20:20,156,128,28,EV,Available,31,13,1708,Inactive
P0530,Guindy,2026-06-27,16:28,80,70,10,EV,Full,64,25,200,Inactive
P0531,T Nagar,2026-02-26,19:56,105,79,26,Truck,Available,49,10,1612,Active
P0532,Guindy,2026-03-29,23:14,97,55,42,Car,Full,52,24,1218,Active
P0533,Anna Nagar,2026-02-28,01:11,104,66,38,EV,Available,22,20,2850,Active
P0534,Porur,2026-01-06,18:10,206,86,120,EV,Available,89,47,6000,Active
P0535,OMR,2026-01-20,19:36,235,70,165,Bike,Full,87,34,3630,Inactive
P0536,Tambaram,2026-02-07,07:40,252,7,245,Car,Full,35,23,15435,Inactive
P0537,Adyar,2026-03-13,11:23,290,220,70,Truck,Full,79,23,3990,Inactive
P0538,OMR,2026-01-05,06:30,152,90,62,Truck,Full,143,78,3224,Inactive
P0539,Tambaram,2026-04-29,04:45,177,38,139,Bike,Full,72,56,7506,Inactive
P0540,Velachery,2026-01-17,00:57,112,20,92,EV,Full,125,85,5060,Active
P0541,Guindy,2026-05-08,21:36,60,36,24,EV,Full,107,84,1128,Inactive
P0542,OMR,2026-06-21,18:53,290,128,162,Bike,Available,93,17,12798,Active
P0543,Porur,2026-02-25,04:34,211,104,107,Bike,Full,146,129,6848,Inactive
P0544,Porur,2026-01-22,13:33,247,188,59,EV,Full,55,22,4012,Inactive
P0545,Guindy,2026-02-10,02:32,239,8,231,EV,Full,119,29,4851,Inactive
P0546,T Nagar,2026-05-25,18:51,180,91,89,Bike,Full,55,44,5785,Active
P0547,Velachery,2026-03-29,04:55,116,73,43,Car,Available,93,69,2537,Inactive
P0548,Anna Nagar,2026-06-15,23:39,147,65,82,Bike,Available,110,41,5986,Active
P0549,Guindy,2026-01-09,06:23,294,23,271,Truck,Full,73,63,21138,Active
P0550,Velachery,2026-02-09,21:53,64,26,38,Truck,Full,82,46,2584,Active
P0551,T Nagar,2026-02-26,14:25,264,37,227,Bike,Full,137,117,14755,Inactive
P0552,Adyar,2026-03-18,16:30,239,169,70,Bike,Full,45,23,5600,Active
P0553,Adyar,2026-02-22,11:16,91,26,65,Car,Full,32,28,1820,Active
P0554,T Nagar,2026-05-30,09:18,221,40,181,Car,Full,99,68,6335,Inactive
P0555,Tambaram,2026-01-21,21:25,129,50,79,Bike,Full,135,42,2370,Active
P0556,Guindy,2026-02-09,07:28,271,120,151,Bike,Available,29,18,8305,Active
P0557,Porur,2026-03-21,05:13,167,60,107,Truck,Full,113,113,7704,Inactive
P0558,Porur,2026-05-22,23:11,89,9,80,Car,Full,127,18,1920,Active
P0559,Adyar,2026-03-09,11:13,105,35,70,Bike,Full,95,81,1540,Active
P0560,OMR,2026-02-11,23:59,106,10,96,EV,Full,20,17,6912,Active
P0561,Tambaram,2026-03-19,01:57,132,21,111,Truck,Available,129,129,6993,Active
P0562,Guindy,2026-04-08,20:12,232,161,71,Car,Full,149,28,5609,Active
P0563,Velachery,2026-01-14,04:06,245,195,50,Bike,Full,95,28,1400,Active
P0564,Tambaram,2026-06-05,10:22,60,19,41,Car,Available,72,52,1353,Inactive
P0565,Porur,2026-05-10,11:22,256,31,225,Bike,Available,59,43,8100,Inactive
P0566,Tambaram,2026-01-15,21:00,203,94,109,EV,Full,149,93,5232,Inactive
P0567,OMR,2026-01-16,06:14,195,40,155,Car,Available,89,36,5270,Active
P0568,Porur,2026-03-04,02:18,295,90,205,Bike,Available,128,102,14145,Active
P0569,OMR,2026-05-13,06:04,274,225,49,Car,Full,88,87,2989,Active
P0570,OMR,2026-03-11,08:27,260,71,189,EV,Available,133,116,7371,Inactive
P0571,Porur,2026-03-18,11:10,131,57,74,Car,Available,141,110,5254,Active
P0572,OMR,2026-05-05,00:00,140,31,109,EV,Available,71,45,6758,Active
P0573,Tambaram,2026-01-15,13:31,67,27,40,EV,Available,42,21,1880,Inactive
P0574,OMR,2026-03-15,23:16,179,154,25,Truck,Available,100,42,1175,Active
P0575,Porur,2026-03-23,09:03,67,29,38,Car,Available,136,63,1330,Inactive
P0576,Porur,2026-03-30,08:17,156,121,35,Bike,Available,43,15,1820,Active
P0577,T Nagar,2026-02-17,04:39,98,57,41,EV,Available,129,12,2665,Active
P0578,T Nagar,2026-02-07,21:00,105,95,10,EV,Available,123,16,680,Active
P0579,Adyar,2026-01-21,08:06,260,26,234,Truck,Full,79,67,18018,Active
P0580,OMR,2026-05-16,13:59,247,117,130,EV,Full,25,22,5720,Active
P0581,Porur,2026-06-06,02:25,97,78,19,EV,Full,94,43,494,Inactive
P0582,Tambaram,2026-05-13,12:29,122,79,43,EV,Available,24,16,860,Inactive
P0583,Adyar,2026-04-26,09:35,122,14,108,Truck,Full,40,34,5616,Active
P0584,Adyar,2026-02-22,06:46,297,137,160,Truck,Available,111,94,7680,Active
P0585,Porur,2026-03-06,00:18,208,56,152,Bike,Full,76,18,8056,Inactive
P0586,Tambaram,2026-06-08,21:38,54,32,22,Bike,Full,74,71,1342,Inactive
P0587,Guindy,2026-06-05,14:43,189,128,61,Bike,Full,29,16,2501,Inactive
P0588,Adyar,2026-05-09,04:11,187,133,54,Truck,Available,136,125,1080,Inactive
P0589,Tambaram,2026-01-22,00:44,195,131,64,EV,Available,147,31,2432,Inactive
P0590,Velachery,2026-03-24,22:17,223,50,173,Car,Available,77,50,7439,Inactive
P0591,Velachery,2026-06-08,12:09,268,40,228,Bike,Available,73,69,10716,Active
P0592,T Nagar,2026-02-24,12:29,74,52,22,EV,Available,96,20,858,Active
P0593,T Nagar,2026-05-04,18:51,200,181,19,Truck,Available,93,84,665,Active
P0594,T Nagar,2026-03-15,05:09,111,55,56,EV,Available,116,32,2464,Active
P0595,Tambaram,2026-06-24,23:41,167,101,66,Bike,Available,23,14,2046,Active
P0596,T Nagar,2026-03-17,21:37,232,161,71,Truck,Available,36,28,1704,Inactive
P0597,Adyar,2026-03-17,11:52,143,40,103,Truck,Available,98,18,2369,Inactive
P0598,Porur,2026-01-19,14:22,222,24,198,Bike,Available,133,19,7722,Active
P0599,Porur,2026-05-20,19:33,142,9,133,Truck,Full,85,71,5187,Active
P0600,Tambaram,2026-05-24,15:34,269,70,199,Car,Available,139,15,5373,Inactive
P0601,Anna Nagar,2026-03-18,03:57,275,168,107,Bike,Available,58,52,5243,Active
P0602,T Nagar,2026-04-23,00:19,150,56,94,Car,Full,144,73,6392,Active
P0603,Velachery,2026-05-24,07:11,194,161,33,Bike,Available,90,54,726,Active
P0604,OMR,2026-01-10,02:54,69,25,44,Truck,Available,57,27,2640,Active
P0605,OMR,2026-04-22,01:59,281,219,62,Car,Full,110,68,2294,Inactive
P0606,OMR,2026-06-29,15:25,210,178,32,Bike,Available,84,31,2528,Active
P0607,Tambaram,2026-06-23,11:47,252,87,165,EV,Full,36,32,8580,Inactive
P0608,Velachery,2026-05-19,14:55,139,59,80,Car,Available,130,109,3760,Active
P0609,Tambaram,2026-01-29,09:08,262,134,128,Bike,Full,41,16,7680,Active
P0610,T Nagar,2026-01-28,18:25,264,191,73,EV,Available,60,42,2117,Inactive
P0611,Guindy,2026-04-19,11:45,110,58,52,Truck,Full,141,111,1352,Inactive
P0612,Porur,2026-01-21,14:37,131,7,124,Truck,Available,35,32,9052,Inactive
P0613,Tambaram,2026-05-29,18:23,209,153,56,EV,Available,51,21,3976,Active
P0614,Anna Nagar,2026-01-25,05:26,258,87,171,Car,Full,24,21,5301,Active
P0615,OMR,2026-03-28,16:57,207,144,63,Truck,Available,106,16,4473,Active
P0616,Guindy,2026-06-06,02:34,260,38,222,Truck,Available,57,42,17094,Inactive
P0617,Tambaram,2026-06-13,09:05,144,6,138,Car,Available,73,22,7866,Inactive
P0618,Guindy,2026-04-27,20:49,280,265,15,Truck,Full,34,16,1110,Active
P0619,OMR,2026-04-04,14:36,85,52,33,EV,Full,146,68,759,Active
P0620,Velachery,2026-04-13,11:47,185,117,68,Truck,Full,40,20,4284,Active
P0621,Adyar,2026-06-10,13:48,293,0,293,Truck,Full,106,71,23147,Inactive
P0622,OMR,2026-06-18,00:03,165,150,15,Truck,Available,64,60,630,Inactive
P0623,T Nagar,2026-04-30,02:32,81,19,62,EV,Full,134,76,4092,Inactive
P0624,Tambaram,2026-02-22,06:48,117,7,110,Truck,Full,96,91,6490,Active
P0625,Adyar,2026-04-19,10:19,146,3,143,Truck,Full,40,18,10010,Active
P0626,OMR,2026-05-04,16:54,189,152,37,Truck,Full,106,26,925,Active
P0627,Tambaram,2026-05-19,17:51,258,75,183,Bike,Full,57,46,11163,Inactive
P0628,T Nagar,2026-02-11,09:01,143,58,85,Truck,Available,38,12,2210,Active
P0629,Tambaram,2026-03-19,07:22,195,97,98,Bike,Full,122,67,6370,Inactive
P0630,T Nagar,2026-01-24,00:40,96,17,79,EV,Full,63,40,1580,Active
P0631,Anna Nagar,2026-05-15,04:48,187,34,153,Car,Available,29,11,11475,Active
P0632,OMR,2026-05-21,12:20,205,160,45,Truck,Available,56,28,945,Active
P0633,Porur,2026-04-17,02:06,157,36,121,Truck,Available,123,111,2662,Active
P0634,Porur,2026-05-05,12:28,178,19,159,EV,Available,71,55,10494,Active
